,mid,movie_title,genres,rating
809,820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,3.25
810,821,"Crude Oasis, The (1995)",Romance,2.0
812,823,"Collectionneuse, La (1967)",Drama,3.25
813,824,Kaspar Hauser (1993),Drama,3.9285714285714284
815,826,Diebinnen (1995),Drama,1.0
816,827,"Convent, The (Convento, O) (1995)",Drama,3.0
817,828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,2.9074074074074074
818,829,Joe's Apartment (1996),Comedy|Musical,2.2900763358778624
819,830,"First Wives Club, The (1996)",Comedy,2.952542372881356
820,831,Stonewall (1995),Drama,3.85
821,832,Ransom (1996),Drama|Thriller,3.478723404255319
822,833,High School High (1996),Comedy,2.1794871794871793
823,834,Phat Beach (1996),Comedy,2.0
824,835,Foxfire (1996),Drama,3.1262135922330097
825,836,Chain Reaction (1996),Action|Adventure|Thriller,2.654008438818565
826,837,Matilda (1996),Children's|Comedy,3.477064220183486
827,838,Emma (1996),Comedy|Drama|Romance,3.8802395209580838
828,839,"Crow: City of Angels, The (1996)",Action|Thriller,2.214814814814815
829,840,House Arrest (1996),Comedy,2.56
830,841,Eyes Without a Face (1959),Horror,3.4
831,842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,2.589403973509934
832,843,Lotto Land (1995),Drama,1.0
833,844,"Story of Xinghua, The (1993)",Drama,3.5714285714285716
835,846,Flirt (1995),Drama,3.736842105263158
836,847,"Big Squeeze, The (1996)",Comedy|Drama,1.8571428571428572
837,848,"Spitfire Grill, The (1996)",Drama,3.4358974358974357
838,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,2.5107632093933465
839,850,Cyclo (1995),Crime|Drama,3.6666666666666665
840,851,Basquiat (1996),Drama,3.4960629921259843
841,852,Tin Cup (1996),Comedy|Romance,3.221138211382114
842,853,Dingo (1992),Drama,4.0
843,854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,3.625
847,858,"Godfather, The (1972)",Action|Crime|Drama,4.524966261808367
848,859,"Hippie Revolution, The (1996)",Documentary,2.0
849,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,3.6
850,861,Supercop (1992),Action|Thriller,3.5128205128205128
851,862,Manny & Lo (1996),Drama,3.6451612903225805
852,863,Celestial Clockwork (1994),Comedy,3.5
853,864,"Wife, The (1995)",Comedy|Drama,3.5833333333333335
854,865,Small Faces (1995),Drama,2.0
855,866,Bound (1996),Crime|Drama|Romance|Thriller,3.8234265734265733
856,867,Carpool (1996),Comedy|Crime,2.2083333333333335
857,868,Death in Brunswick (1991),Comedy,3.0
858,869,Kansas City (1996),Crime,3.0952380952380953
859,870,Gone Fishin' (1997),Comedy,2.183673469387755
861,872,Aiqing wansui (1994),Drama,3.0
863,874,Killer: A Journal of Murder (1995),Crime|Drama,3.125
864,875,Nothing to Lose (1994),Drama,3.3863636363636362
865,876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,2.857142857142857
866,877,Girls Town (1996),Drama,3.2916666666666665
867,878,Bye-Bye (1995),Drama,4.0
868,879,"Relic, The (1997)",Horror,2.827004219409283
869,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,2.200617283950617
870,881,First Kid (1996),Children's|Comedy,2.6233766233766236
871,882,"Trigger Effect, The (1996)",Drama|Thriller,2.711864406779661
872,884,Sweet Nothing (1995),Drama,3.0
873,885,Bogus (1996),Children's|Drama|Fantasy,2.5813953488372094
874,886,Bulletproof (1996),Action,2.9423076923076925
875,887,Talk of Angels (1998),Drama,2.5
876,888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,2.2083333333333335
877,889,1-900 (1994),Romance,2.5
879,891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,2.360655737704918
880,892,Twelfth Night (1996),Comedy|Drama|Romance,3.861842105263158
881,893,Mother Night (1996),Drama,3.6956521739130435
883,895,Venice/Venice (1992),Drama,1.0
884,896,Wild Reeds (1994),Drama,3.4313725490196076
885,897,For Whom the Bell Tolls (1943),Adventure|War,3.7551020408163267
886,898,"Philadelphia Story, The (1940)",Comedy|Romance,4.3006872852233675
887,899,Singin' in the Rain (1952),Musical|Romance,4.2836218375499335
888,900,"American in Paris, An (1951)",Musical|Romance,3.8513119533527695
889,901,Funny Face (1957),Comedy|Musical,3.6436781609195403
890,902,Breakfast at Tiffany's (1961),Drama|Romance,3.908284023668639
891,903,Vertigo (1958),Mystery|Thriller,4.27292817679558
892,904,Rear Window (1954),Mystery|Thriller,4.476190476190476
893,905,It Happened One Night (1934),Comedy,4.280748663101604
894,906,Gaslight (1944),Mystery|Thriller,4.096256684491979
895,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,3.9238095238095236
896,908,North by Northwest (1959),Drama|Thriller,4.38403041825095
897,909,"Apartment, The (1960)",Comedy|Drama,4.127098321342926
898,910,Some Like It Hot (1959),Comedy|Crime,4.300480769230769
899,911,Charade (1963),Comedy|Mystery|Romance|Thriller,4.183006535947713
900,912,Casablanca (1942),Drama|Romance|War,4.412822049131217
901,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.395973154362416
902,914,My Fair Lady (1964),Musical|Romance,4.154088050314465
903,915,Sabrina (1954),Comedy|Romance,3.9643835616438357
904,916,Roman Holiday (1953),Comedy|Romance,4.216470588235294
905,917,"Little Princess, The (1939)",Children's|Drama,3.675324675324675
906,918,Meet Me in St. Louis (1944),Musical,3.7936507936507935
907,919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,4.247962747380675
908,920,Gone with the Wind (1939),Drama|Romance|War,3.9974048442906573
909,921,My Favorite Year (1982),Comedy,3.8940397350993377
910,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,4.491489361702127
911,923,Citizen Kane (1941),Drama,4.388888888888889
912,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,4.068764568764569
913,925,Golden Earrings (1947),Adventure|Romance,3.25
914,926,All About Eve (1950),Drama,4.255583126550868
915,927,"Women, The (1939)",Comedy,3.9761904761904763
916,928,Rebecca (1940),Romance|Thriller,4.204663212435233
917,929,Foreign Correspondent (1940),Thriller,3.78494623655914
918,930,Notorious (1946),Film-Noir|Romance|Thriller,4.29438202247191
919,931,Spellbound (1945),Mystery|Romance|Thriller,3.912621359223301
920,932,"Affair to Remember, An (1957)",Romance,3.9523809523809526
921,933,To Catch a Thief (1955),Comedy|Romance|Thriller,4.10158013544018
922,934,Father of the Bride (1950),Comedy,3.6578947368421053
923,935,"Band Wagon, The (1953)",Comedy|Musical,3.6338028169014085
924,936,Ninotchka (1939),Comedy|Romance,4.075757575757576
925,937,Love in the Afternoon (1957),Comedy|Romance,3.75
926,938,Gigi (1958),Musical,3.620320855614973
927,939,"Reluctant Debutante, The (1958)",Comedy|Drama,3.1818181818181817
928,940,"Adventures of Robin Hood, The (1938)",Action|Adventure,3.9735449735449735
929,941,"Mark of Zorro, The (1940)",Adventure,3.704761904761905
930,942,Laura (1944),Crime|Film-Noir|Mystery,4.2020547945205475
931,943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,3.982456140350877
932,944,Lost Horizon (1937),Drama,3.7938144329896906
933,945,Top Hat (1935),Comedy|Musical|Romance,4.147410358565737
934,946,To Be or Not to Be (1942),Comedy|Drama|War,3.8509316770186337
935,947,My Man Godfrey (1936),Comedy,4.1063829787234045
936,948,Giant (1956),Drama,3.753846153846154
937,949,East of Eden (1955),Drama,3.9767441860465116
938,950,"Thin Man, The (1934)",Mystery,4.239726027397261
939,951,His Girl Friday (1940),Comedy,4.249370277078086
940,952,Around the World in 80 Days (1956),Adventure|Comedy,3.6022304832713754
941,953,It's a Wonderful Life (1946),Drama,4.299039780521262
942,954,Mr. Smith Goes to Washington (1939),Drama,4.240208877284595
943,955,Bringing Up Baby (1938),Comedy,4.169491525423729
944,956,Penny Serenade (1941),Drama|Romance,3.55
945,957,"Scarlet Letter, The (1926)",Drama,3.2432432432432434
946,958,Lady of Burlesque (1943),Comedy|Mystery,3.3846153846153846
947,959,Of Human Bondage (1934),Drama,3.7413793103448274
948,960,Angel on My Shoulder (1946),Crime|Drama,3.45
949,961,Little Lord Fauntleroy (1936),Drama,3.4782608695652173
950,962,They Made Me a Criminal (1939),Crime|Drama,3.5454545454545454
951,963,"Inspector General, The (1949)",Musical,3.574074074074074
952,964,Angel and the Badman (1947),Western,3.392156862745098
953,965,"39 Steps, The (1935)",Thriller,4.075098814229249
954,966,"Walk in the Sun, A (1945)",Drama,4.0
955,967,"Outlaw, The (1943)",Western,3.260869565217391
956,968,Night of the Living Dead (1968),Horror|Sci-Fi,3.6713286713286712
957,969,"African Queen, The (1951)",Action|Adventure|Romance|War,4.251655629139073
958,970,Beat the Devil (1954),Comedy|Drama,3.4054054054054053
959,971,Cat on a Hot Tin Roof (1958),Drama,4.047970479704797
960,972,"Last Time I Saw Paris, The (1954)",Drama,3.1666666666666665
961,973,Meet John Doe (1941),Drama,3.9146341463414633
962,974,Algiers (1938),Drama|Romance,3.75
963,975,Something to Sing About (1937),Comedy|Musical,1.5
964,976,"Farewell to Arms, A (1932)",Romance|War,3.5714285714285716
965,977,Moonlight Murder (1936),Mystery,2.0
966,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,3.94
968,980,In the Line of Duty 2 (1987),Action,2.8
969,981,Dangerous Ground (1997),Drama,2.75
970,982,Picnic (1955),Drama,3.6790123456790123
972,984,"Pompatus of Love, The (1996)",Comedy|Drama,2.6666666666666665
973,985,Small Wonders (1996),Documentary,3.75
974,986,Fly Away Home (1996),Adventure|Children's,3.603448275862069
975,987,Bliss (1997),Drama|Romance,2.9
976,988,Grace of My Heart (1996),Comedy|Drama,3.3768115942028984
977,989,Schlafes Bruder (Brother of Sleep) (1995),Drama,5.0
978,990,Maximum Risk (1996),Action|Adventure|Thriller,2.574074074074074
979,991,Michael Collins (1996),Drama|War,3.523529411764706
980,992,"Rich Man's Wife, The (1996)",Thriller,2.6
981,993,Infinity (1996),Drama,3.111111111111111
982,994,Big Night (1996),Drama,4.095555555555555
983,996,Last Man Standing (1996),Action|Drama|Western,2.90625
984,997,Caught (1996),Drama|Thriller,3.357142857142857
985,998,Set It Off (1996),Action|Crime,3.010752688172043
986,999,2 Days in the Valley (1996),Crime,3.2832167832167833
987,1000,Curdled (1996),Crime,3.05
989,1002,Ed's Next Move (1996),Comedy,4.25
990,1003,Extreme Measures (1996),Drama|Thriller,2.9421487603305785
991,1004,"Glimmer Man, The (1996)",Action|Thriller,2.6633663366336635
992,1005,D3: The Mighty Ducks (1996),Children's|Comedy,2.3732394366197185
993,1006,"Chamber, The (1996)",Drama,3.08974358974359
994,1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,2.978448275862069
995,1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,3.329896907216495
996,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,3.185567010309278
997,1010,"Love Bug, The (1969)",Children's|Comedy,3.268595041322314
998,1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,2.725925925925926
999,1012,Old Yeller (1957),Children's|Drama,3.7043189368770766
1000,1013,"Parent Trap, The (1961)",Children's|Drama,3.565891472868217
1001,1014,Pollyanna (1960),Children's|Comedy|Drama,3.4044117647058822
1002,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,3.3461538461538463
1003,1016,"Shaggy Dog, The (1959)",Children's|Comedy,3.217948717948718
1004,1017,Swiss Family Robinson (1960),Adventure|Children's,3.5869565217391304
1005,1018,That Darn Cat! (1965),Children's|Comedy|Mystery,3.252032520325203
1006,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,3.7026086956521738
1007,1020,Cool Runnings (1993),Comedy,3.239795918367347
1008,1021,Angels in the Outfield (1994),Children's|Comedy,2.769230769230769
1009,1022,Cinderella (1950),Animation|Children's|Musical,3.755632582322357
1010,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,3.986425339366516
1011,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,3.246031746031746
1012,1025,"Sword in the Stone, The (1963)",Animation|Children's,3.6109215017064846
1013,1026,So Dear to My Heart (1949),Children's|Drama,3.625
1014,1027,Robin Hood: Prince of Thieves (1991),Drama,3.1627906976744184
1015,1028,Mary Poppins (1964),Children's|Comedy|Musical,3.894164193867458
1016,1029,Dumbo (1941),Animation|Children's|Musical,3.688380281690141
1017,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,3.0773993808049536
1018,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,3.479623824451411
1019,1032,Alice in Wonderland (1951),Animation|Children's|Musical,3.697142857142857
1020,1033,"Fox and the Hound, The (1981)",Animation|Children's,3.4494773519163764
1021,1034,Freeway (1996),Crime,3.6449704142011834
1022,1035,"Sound of Music, The (1965)",Musical,3.931972789115646
1023,1036,Die Hard (1988),Action|Thriller,4.121848739495798
1024,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,2.6601626016260163
1025,1038,Unhook the Stars (1996),Drama,3.272727272727273
1026,1039,Synthetic Pleasures (1995),Documentary,3.6666666666666665
1027,1040,"Secret Agent, The (1996)",Drama,3.0
1028,1041,Secrets & Lies (1996),Drama,4.037974683544304
1029,1042,That Thing You Do! (1996),Comedy,3.481060606060606
1030,1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,2.8425925925925926
1031,1044,Surviving Picasso (1996),Drama,3.2857142857142856
1033,1046,Beautiful Thing (1996),Drama|Romance,4.066666666666666
1034,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,3.4838709677419355
1035,1049,"Ghost and the Darkness, The (1996)",Action|Adventure,3.328159645232816
1036,1050,Looking for Richard (1996),Documentary|Drama,3.8219178082191783
1037,1051,Trees Lounge (1996),Drama,3.4183673469387754
1039,1053,Normal Life (1996),Crime|Drama,2.914285714285714
1040,1054,Get on the Bus (1996),Drama,3.308641975308642
1041,1055,Shadow Conspiracy (1997),Thriller,2.736842105263158
1042,1056,Jude (1996),Drama,3.54
1043,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,3.5583941605839415
1044,1058,Bitter Sugar (Azucar Amargo) (1996),Drama,3.272727272727273
1045,1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,3.4008350730688934
1046,1060,Swingers (1996),Comedy|Drama,3.94147582697201
1047,1061,Sleepers (1996),Crime|Drama,3.550802139037433
1048,1062,"Sunchaser, The (1996)",Drama,2.5
1049,1063,Johns (1996),Drama,3.1538461538461537
1050,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,2.8947368421052633
1052,1066,Shall We Dance? (1937),Comedy|Musical|Romance,4.1657142857142855
1053,1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,3.782608695652174
1054,1068,Crossfire (1947),Crime|Film-Noir,3.6857142857142855
1055,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,3.9272727272727272
1056,1070,Macao (1952),Adventure,3.0
1057,1071,For the Moment (1994),Romance|War,3.4
1058,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,3.8613861386138613
1060,1076,"Innocents, The (1961)",Thriller,4.0
1061,1077,Sleeper (1973),Comedy|Sci-Fi,3.9798387096774195
1062,1078,Bananas (1971),Comedy|War,3.836021505376344
1063,1079,"Fish Called Wanda, A (1988)",Comedy,3.971342383107089
1064,1080,Monty Python's Life of Brian (1979),Comedy,4.018358531317495
1065,1081,Victor/Victoria (1982),Comedy|Musical,3.6175115207373274
1066,1082,"Candidate, The (1972)",Drama,3.7012987012987013
1067,1083,"Great Race, The (1965)",Comedy|Musical,3.5304878048780486
1068,1084,Bonnie and Clyde (1967),Crime|Drama,4.096209912536443
1069,1085,"Old Man and the Sea, The (1958)",Adventure|Drama,3.7786259541984735
1070,1086,Dial M for Murder (1954),Mystery|Thriller,4.079155672823219
1071,1087,Madame Butterfly (1995),Musical,3.4444444444444446
1072,1088,Dirty Dancing (1987),Musical|Romance,3.3114992721979624
1073,1089,Reservoir Dogs (1992),Crime|Thriller,4.13582208101668
1074,1090,Platoon (1986),Drama|War,4.090113735783027
1075,1091,Weekend at Bernie's (1989),Comedy,2.7935656836461127
1076,1092,Basic Instinct (1992),Mystery|Thriller,3.5419440745672435
1077,1093,"Doors, The (1991)",Drama|Musical,3.4073529411764705
1078,1094,"Crying Game, The (1992)",Drama|Romance|War,3.7314890154597236
1079,1095,Glengarry Glen Ross (1992),Drama,3.8844133099824867
1080,1096,Sophie's Choice (1982),Drama,3.9767441860465116
1081,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,3.9651828999559275
1082,1098,"Search for One-eye Jimmy, The (1996)",Comedy,2.4
1083,1099,"Christmas Carol, A (1938)",Drama,3.9896907216494846
1084,1100,Days of Thunder (1990),Action|Romance,2.807142857142857
1085,1101,Top Gun (1986),Action|Romance,3.6861386138613863
1086,1102,American Strays (1996),Action,2.0
1087,1103,Rebel Without a Cause (1955),Drama,3.9228855721393034
1088,1104,"Streetcar Named Desire, A (1951)",Drama,4.225672877846791
1089,1105,Children of the Corn IV: The Gathering (1996),Horror,1.7857142857142858
1091,1107,Loser (1991),Comedy,2.0
1095,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,4.095744680851064
1096,1112,Palookaville (1996),Action|Drama,3.4285714285714284
1097,1113,"Associate, The (1996)",Comedy,3.0
1098,1114,"Funeral, The (1996)",Drama,2.870967741935484
1099,1115,Sleepover (1995),Comedy|Drama,1.0
1100,1116,"Single Girl, A (La Fille Seule) (1995)",Drama,3.411764705882353
1101,1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama,4.25
1102,1118,Tashunga (1995),Adventure|Western,2.0
1103,1119,Drunks (1997),Drama,3.2058823529411766
1104,1120,"People vs. Larry Flynt, The (1996)",Drama,3.5833333333333335
1105,1121,Glory Daze (1996),Drama,3.076923076923077
1107,1123,"Perfect Candidate, A (1996)",Documentary,3.727272727272727
1108,1124,On Golden Pond (1981),Drama,3.740740740740741
1109,1125,"Return of the Pink Panther, The (1974)",Comedy,3.779220779220779
1110,1126,Drop Dead Fred (1991),Comedy|Fantasy,2.3722397476340693
1111,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.6839650145772596
1112,1128,"Fog, The (1980)",Horror,2.9235294117647057
1113,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.4649321266968327
1114,1130,"Howling, The (1980)",Horror,3.25974025974026
1115,1131,Jean de Florette (1986),Drama,4.324074074074074
1116,1132,Manon of the Spring (Manon des sources) (1986),Drama,4.259090909090909
1117,1133,Talking About Sex (1994),Comedy|Drama,2.0
1118,1134,Johnny 100 Pesos (1993),Action|Drama,3.0
1119,1135,Private Benjamin (1980),Comedy,3.189189189189189
1120,1136,Monty Python and the Holy Grail (1974),Comedy,4.335209505941213
1122,1138,Dadetown (1995),Documentary,3.857142857142857
1123,1139,Everything Relative (1996),Drama,4.0
1126,1142,Get Over It (1996),Drama,1.0
1128,1144,"Line King: Al Hirschfeld, The (1996)",Documentary,3.75
1129,1145,Snowriders (1996),Documentary,2.5
1131,1147,When We Were Kings (1996),Documentary,4.32129963898917
1132,1148,"Wrong Trousers, The (1993)",Animation|Comedy,4.507936507936508
1133,1149,JLG/JLG - autoportrait de d�cembre (1994),Documentary|Drama,3.5
1134,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,3.930379746835443
1135,1151,Faust (1994),Animation|Comedy|Thriller,3.4838709677419355
1136,1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,3.4827586206896552
1137,1153,Raw Deal (1948),Film-Noir,3.4285714285714284
1138,1154,T-Men (1947),Film-Noir,3.7333333333333334
1144,1160,Six of a Kind (1934),Comedy,2.1666666666666665
1145,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,3.9468085106382977
1146,1162,"Ruling Class, The (1972)",Comedy,3.90625
1147,1163,Mina Tannenbaum (1994),Drama,2.9473684210526314
1148,1164,Two or Three Things I Know About Her (1966),Drama,3.6
1149,1165,"Bloody Child, The (1996)",Drama|Thriller,1.0
1151,1167,Dear God (1996),Comedy,2.893617021276596
1152,1168,Bad Moon (1996),Horror,2.0555555555555554
1153,1169,American Dream (1990),Documentary,3.7222222222222223
1154,1170,Best of the Best 3: No Turning Back (1995),Action,1.6470588235294117
1155,1171,Bob Roberts (1992),Comedy,3.7349397590361444
1156,1172,Cinema Paradiso (1988),Comedy|Drama|Romance,4.287804878048781
1157,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,3.3484848484848486
1158,1174,Grosse Fatigue (1994),Comedy,3.8
1159,1175,Delicatessen (1991),Comedy|Sci-Fi,4.002717391304348
1160,1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama,3.937984496124031
1161,1177,Enchanted April (1991),Drama,3.993197278911565
1162,1178,Paths of Glory (1957),Drama|War,4.473913043478261
1163,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,3.7887005649717516
1164,1180,Hear My Song (1991),Comedy,3.84
1165,1181,"Shooter, The (1995)",Action,2.9
1166,1183,"English Patient, The (1996)",Drama|Romance|War,3.609706774519717
1167,1184,Mediterraneo (1991),Comedy|War,3.802197802197802
1168,1185,My Left Foot (1989),Drama,3.958057395143488
1169,1186,"Sex, Lies, and Videotape (1989)",Drama,3.613879003558719
1170,1187,Passion Fish (1992),Drama,3.6598639455782314
1171,1188,Strictly Ballroom (1992),Comedy|Romance,3.951183431952663
1172,1189,"Thin Blue Line, The (1988)",Documentary,4.25278810408922
1173,1190,Tie Me Up! Tie Me Down! (1990),Drama,3.507575757575758
1174,1191,Madonna: Truth or Dare (1991),Documentary,3.062200956937799
1175,1192,Paris Is Burning (1990),Documentary,4.0285714285714285
1176,1193,One Flew Over the Cuckoo's Nest (1975),Drama,4.390724637681159
1177,1194,Up in Smoke (1978),Comedy,3.4764150943396226
1178,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,4.292976588628763
1179,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,4.3037100949094045
1180,1198,Raiders of the Lost Ark (1981),Action|Adventure,4.477724741447892
1181,1199,Brazil (1985),Sci-Fi,4.097480832420591
1182,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,4.125824175824176
1183,1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,4.133819951338199
1184,1202,Withnail and I (1987),Comedy,3.611111111111111
1185,1203,12 Angry Men (1957),Drama,4.295454545454546
1186,1204,Lawrence of Arabia (1962),Adventure|War,4.401925391095066
1187,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,3.380952380952381
1188,1206,"Clockwork Orange, A (1971)",Sci-Fi,4.0781122864117165
1189,1207,To Kill a Mockingbird (1962),Drama,4.425646551724138
1190,1208,Apocalypse Now (1979),Drama|War,4.243197278911564
1191,1209,Once Upon a Time in the West (1969),Western,4.023121387283237
1192,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,4.022892819979188
1193,1211,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance,4.1115702479338845
1194,1212,"Third Man, The (1949)",Mystery|Thriller,4.452083333333333
1195,1213,GoodFellas (1990),Crime|Drama,4.275196137598069
1196,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,4.159584980237154
1197,1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,3.804232804232804
1198,1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,3.6551724137931036
1199,1217,Ran (1985),Drama|War,4.26890756302521
1200,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,4.19672131147541
1201,1219,Psycho (1960),Horror|Thriller,4.218527315914489
1202,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.9395973154362416
1203,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,4.357565011820331
1204,1222,Full Metal Jacket (1987),Action|Drama|War,4.110845295055821
1205,1223,"Grand Day Out, A (1992)",Animation|Comedy,4.361522198731501
1206,1224,Henry V (1989),Drama|War,4.286384976525822
1207,1225,Amadeus (1984),Drama,4.251808972503618
1208,1226,"Quiet Man, The (1952)",Comedy|Romance,4.053097345132743
1209,1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,3.863070539419087
1210,1228,Raging Bull (1980),Drama,4.1875923190546525
1211,1230,Annie Hall (1977),Comedy|Romance,4.14167916041979
1212,1231,"Right Stuff, The (1983)",Drama,4.08
1213,1232,Stalker (1979),Mystery|Sci-Fi,3.6346153846153846
1214,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,4.302697302697303
1215,1234,"Sting, The (1973)",Comedy|Crime,4.320305052430887
1216,1235,Harold and Maude (1971),Comedy,4.164992826398852
1217,1236,Trust (1990),Comedy|Drama,4.188888888888889
1218,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.230769230769231
1219,1238,Local Hero (1983),Comedy,4.0
1220,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,4.152049571020019
1221,1241,Braindead (1992),Comedy|Horror,3.357142857142857
1222,1242,Glory (1989),Action|Drama|War,4.193345323741007
1223,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,3.9846153846153847
1224,1244,Manhattan (1979),Comedy|Drama|Romance,4.082172701949861
1225,1245,Miller's Crossing (1990),Drama,4.005586592178771
1226,1246,Dead Poets Society (1989),Drama,4.005847953216374
1227,1247,"Graduate, The (1967)",Drama|Romance,4.245836637589215
1228,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,4.215953307392996
1229,1249,Nikita (La Femme Nikita) (1990),Thriller,4.005457025920873
1230,1250,"Bridge on the River Kwai, The (1957)",Drama|War,4.386993603411514
1231,1251,8 1/2 (1963),Drama,4.105263157894737
1232,1252,Chinatown (1974),Film-Noir|Mystery|Thriller,4.339240506329114
1233,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,4.141323792486583
1234,1254,"Treasure of the Sierra Madre, The (1948)",Adventure,4.289183222958058
1235,1255,Bad Taste (1987),Comedy|Horror,3.4074074074074074
1236,1256,Duck Soup (1933),Comedy|War,4.21043771043771
1237,1257,Better Off Dead... (1985),Comedy,3.9216101694915255
1238,1258,"Shining, The (1980)",Horror,4.104875804967802
1239,1259,Stand by Me (1986),Adventure|Comedy|Drama,4.0969187675070025
1240,1260,M (1931),Crime|Film-Noir|Thriller,4.3019480519480515
1241,1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,3.826642335766423
1242,1262,"Great Escape, The (1963)",Adventure|War,4.376436781609195
1243,1263,"Deer Hunter, The (1978)",Drama|War,4.11
1244,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,4.054474708171206
1245,1265,Groundhog Day (1993),Comedy|Romance,3.953028972783143
1246,1266,Unforgiven (1992),Western,4.0902708124373115
1247,1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,4.333333333333333
1248,1268,Pump Up the Volume (1990),Drama,3.4858044164037856
1249,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,4.168154761904762
1250,1270,Back to the Future (1985),Comedy|Sci-Fi,3.9903213317847466
1251,1271,Fried Green Tomatoes (1991),Drama,3.806070826306914
1252,1272,Patton (1970),Drama|War,4.266666666666667
1253,1273,Down by Law (1986),Comedy|Drama,3.9657534246575343
1254,1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,3.933628318584071
